Municipios;Sexo;Periodo;Total
17029 Boadella i les Escaules;Hombres;2025;129
17029 Boadella i les Escaules;Hombres;2024;130
17029 Boadella i les Escaules;Hombres;2023;131
17029 Boadella i les Escaules;Hombres;2022;129
17029 Boadella i les Escaules;Hombres;2021;138
17029 Boadella i les Escaules;Hombres;2020;137
17029 Boadella i les Escaules;Hombres;2019;130
17029 Boadella i les Escaules;Hombres;2018;139
17029 Boadella i les Escaules;Hombres;2017;140
17029 Boadella i les Escaules;Hombres;2016;138
17029 Boadella i les Escaules;Hombres;2015;134
17029 Boadella i les Escaules;Hombres;2014;129
17029 Boadella i les Escaules;Hombres;2013;123
17029 Boadella i les Escaules;Hombres;2012;123
17029 Boadella i les Escaules;Hombres;2011;121
17029 Boadella i les Escaules;Hombres;2010;126
17029 Boadella i les Escaules;Hombres;2009;118
17029 Boadella i les Escaules;Hombres;2008;113
17029 Boadella i les Escaules;Hombres;2007;109
17029 Boadella i les Escaules;Hombres;2006;112
17029 Boadella i les Escaules;Hombres;2005;116
17029 Boadella i les Escaules;Hombres;2004;113
17029 Boadella i les Escaules;Hombres;2003;115
17029 Boadella i les Escaules;Hombres;2002;110
17029 Boadella i les Escaules;Hombres;2001;115
17029 Boadella i les Escaules;Hombres;2000;110
17029 Boadella i les Escaules;Hombres;1999;113
17029 Boadella i les Escaules;Hombres;1998;113
17029 Boadella i les Escaules;Hombres;1997;""
17029 Boadella i les Escaules;Hombres;1996;109
17029 Boadella i les Escaules;Mujeres;2025;133
17029 Boadella i les Escaules;Mujeres;2024;130
17029 Boadella i les Escaules;Mujeres;2023;131
17029 Boadella i les Escaules;Mujeres;2022;129
17029 Boadella i les Escaules;Mujeres;2021;133
17029 Boadella i les Escaules;Mujeres;2020;135
17029 Boadella i les Escaules;Mujeres;2019;122
17029 Boadella i les Escaules;Mujeres;2018;130
17029 Boadella i les Escaules;Mujeres;2017;127
17029 Boadella i les Escaules;Mujeres;2016;128
17029 Boadella i les Escaules;Mujeres;2015;127
17029 Boadella i les Escaules;Mujeres;2014;119
17029 Boadella i les Escaules;Mujeres;2013;125
17029 Boadella i les Escaules;Mujeres;2012;133
17029 Boadella i les Escaules;Mujeres;2011;132
17029 Boadella i les Escaules;Mujeres;2010;129
17029 Boadella i les Escaules;Mujeres;2009;123
17029 Boadella i les Escaules;Mujeres;2008;120
17029 Boadella i les Escaules;Mujeres;2007;119
17029 Boadella i les Escaules;Mujeres;2006;118
17029 Boadella i les Escaules;Mujeres;2005;124
17029 Boadella i les Escaules;Mujeres;2004;121
17029 Boadella i les Escaules;Mujeres;2003;121
17029 Boadella i les Escaules;Mujeres;2002;116
17029 Boadella i les Escaules;Mujeres;2001;119
17029 Boadella i les Escaules;Mujeres;2000;109
17029 Boadella i les Escaules;Mujeres;1999;112
17029 Boadella i les Escaules;Mujeres;1998;114
17029 Boadella i les Escaules;Mujeres;1997;""
17029 Boadella i les Escaules;Mujeres;1996;111
17024 Bolvir;Total;2025;493
17024 Bolvir;Total;2024;497
17024 Bolvir;Total;2023;506
17024 Bolvir;Total;2022;518
17024 Bolvir;Total;2021;489
17024 Bolvir;Total;2020;375
17024 Bolvir;Total;2019;369
17024 Bolvir;Total;2018;383
17024 Bolvir;Total;2017;380
17024 Bolvir;Total;2016;375
17024 Bolvir;Total;2015;380
17024 Bolvir;Total;2014;373
17024 Bolvir;Total;2013;373
17024 Bolvir;Total;2012;400
17024 Bolvir;Total;2011;393
17024 Bolvir;Total;2010;395
17024 Bolvir;Total;2009;378
17024 Bolvir;Total;2008;363
17024 Bolvir;Total;2007;329
17024 Bolvir;Total;2006;295
17024 Bolvir;Total;2005;287
17024 Bolvir;Total;2004;276
17024 Bolvir;Total;2003;271
17024 Bolvir;Total;2002;277
17024 Bolvir;Total;2001;279
17024 Bolvir;Total;2000;284
17024 Bolvir;Total;1999;264
17024 Bolvir;Total;1998;247
17024 Bolvir;Total;1997;""
17024 Bolvir;Total;1996;245
17024 Bolvir;Hombres;2025;256
17024 Bolvir;Hombres;2024;255
17024 Bolvir;Hombres;2023;257
17024 Bolvir;Hombres;2022;267
17024 Bolvir;Hombres;2021;256
17024 Bolvir;Hombres;2020;197
17024 Bolvir;Hombres;2019;191
17024 Bolvir;Hombres;2018;200
17024 Bolvir;Hombres;2017;199
17024 Bolvir;Hombres;2016;198
17024 Bolvir;Hombres;2015;195
17024 Bolvir;Hombres;2014;197
17024 Bolvir;Hombres;2013;200
17024 Bolvir;Hombres;2012;214
17024 Bolvir;Hombres;2011;213
17024 Bolvir;Hombres;2010;209
17024 Bolvir;Hombres;2009;199
17024 Bolvir;Hombres;2008;197
17024 Bolvir;Hombres;2007;177
17024 Bolvir;Hombres;2006;155
17024 Bolvir;Hombres;2005;148
17024 Bolvir;Hombres;2004;141
17024 Bolvir;Hombres;2003;140
17024 Bolvir;Hombres;2002;139
17024 Bolvir;Hombres;2001;140
17024 Bolvir;Hombres;2000;144
17024 Bolvir;Hombres;1999;134
17024 Bolvir;Hombres;1998;123
17024 Bolvir;Hombres;1997;""
17024 Bolvir;Hombres;1996;118
17024 Bolvir;Mujeres;2025;237
17024 Bolvir;Mujeres;2024;242
17024 Bolvir;Mujeres;2023;249
17024 Bolvir;Mujeres;2022;251
17024 Bolvir;Mujeres;2021;233
17024 Bolvir;Mujeres;2020;178
17024 Bolvir;Mujeres;2019;178
17024 Bolvir;Mujeres;2018;183
17024 Bolvir;Mujeres;2017;181
17024 Bolvir;Mujeres;2016;177
17024 Bolvir;Mujeres;2015;185
17024 Bolvir;Mujeres;2014;176
17024 Bolvir;Mujeres;2013;173
17024 Bolvir;Mujeres;2012;186
17024 Bolvir;Mujeres;2011;180
17024 Bolvir;Mujeres;2010;186
17024 Bolvir;Mujeres;2009;179
17024 Bolvir;Mujeres;2008;166
17024 Bolvir;Mujeres;2007;152
17024 Bolvir;Mujeres;2006;140
17024 Bolvir;Mujeres;2005;139
17024 Bolvir;Mujeres;2004;135
17024 Bolvir;Mujeres;2003;131
17024 Bolvir;Mujeres;2002;138
17024 Bolvir;Mujeres;2001;139
17024 Bolvir;Mujeres;2000;140
17024 Bolvir;Mujeres;1999;130
17024 Bolvir;Mujeres;1998;124
17024 Bolvir;Mujeres;1997;""
17024 Bolvir;Mujeres;1996;127
17025 Bordils;Total;2025;1.841
17025 Bordils;Total;2024;1.804
17025 Bordils;Total;2023;1.794
17025 Bordils;Total;2022;1.815
17025 Bordils;Total;2021;1.796
17025 Bordils;Total;2020;1.761
17025 Bordils;Total;2019;1.779
17025 Bordils;Total;2018;1.701
17025 Bordils;Total;2017;1.693
17025 Bordils;Total;2016;1.680
17025 Bordils;Total;2015;1.710
17025 Bordils;Total;2014;1.690
17025 Bordils;Total;2013;1.742
17025 Bordils;Total;2012;1.737
17025 Bordils;Total;2011;1.736
17025 Bordils;Total;2010;1.715
17025 Bordils;Total;2009;1.732
17025 Bordils;Total;2008;1.703
17025 Bordils;Total;2007;1.625
17025 Bordils;Total;2006;1.554
17025 Bordils;Total;2005;1.501
17025 Bordils;Total;2004;1.425
17025 Bordils;Total;2003;1.422
17025 Bordils;Total;2002;1.393
17025 Bordils;Total;2001;1.398
17025 Bordils;Total;2000;1.383
17025 Bordils;Total;1999;1.416
17025 Bordils;Total;1998;1.386
17025 Bordils;Total;1997;""
17025 Bordils;Total;1996;1.309
17025 Bordils;Hombres;2025;917
17025 Bordils;Hombres;2024;906
17025 Bordils;Hombres;2023;902
17025 Bordils;Hombres;2022;912
17025 Bordils;Hombres;2021;904
17025 Bordils;Hombres;2020;885
17025 Bordils;Hombres;2019;887
17025 Bordils;Hombres;2018;851
17025 Bordils;Hombres;2017;854
17025 Bordils;Hombres;2016;836
17025 Bordils;Hombres;2015;844
17025 Bordils;Hombres;2014;852
17025 Bordils;Hombres;2013;886
17025 Bordils;Hombres;2012;877
17025 Bordils;Hombres;2011;869
17025 Bordils;Hombres;2010;860
17025 Bordils;Hombres;2009;884
17025 Bordils;Hombres;2008;873
17025 Bordils;Hombres;2007;834
17025 Bordils;Hombres;2006;795
17025 Bordils;Hombres;2005;776
17025 Bordils;Hombres;2004;723
17025 Bordils;Hombres;2003;711
17025 Bordils;Hombres;2002;685
17025 Bordils;Hombres;2001;704
17025 Bordils;Hombres;2000;697
17025 Bordils;Hombres;1999;706
17025 Bordils;Hombres;1998;696
17025 Bordils;Hombres;1997;""
17025 Bordils;Hombres;1996;642
17025 Bordils;Mujeres;2025;924
17025 Bordils;Mujeres;2024;898
17025 Bordils;Mujeres;2023;892
17025 Bordils;Mujeres;2022;903
17025 Bordils;Mujeres;2021;892
17025 Bordils;Mujeres;2020;876
17025 Bordils;Mujeres;2019;892
17025 Bordils;Mujeres;2018;850
17025 Bordils;Mujeres;2017;839
17025 Bordils;Mujeres;2016;844
17025 Bordils;Mujeres;2015;866
17025 Bordils;Mujeres;2014;838
17025 Bordils;Mujeres;2013;856
17025 Bordils;Mujeres;2012;860
17025 Bordils;Mujeres;2011;867
17025 Bordils;Mujeres;2010;855
17025 Bordils;Mujeres;2009;848
17025 Bordils;Mujeres;2008;830
17025 Bordils;Mujeres;2007;791
17025 Bordils;Mujeres;2006;759
17025 Bordils;Mujeres;2005;725
17025 Bordils;Mujeres;2004;702
17025 Bordils;Mujeres;2003;711
17025 Bordils;Mujeres;2002;708
17025 Bordils;Mujeres;2001;694
17025 Bordils;Mujeres;2000;686
17025 Bordils;Mujeres;1999;710
17025 Bordils;Mujeres;1998;690
17025 Bordils;Mujeres;1997;""
17025 Bordils;Mujeres;1996;667
17026 Borrassà;Total;2025;804
17026 Borrassà;Total;2024;773
17026 Borrassà;Total;2023;797
17026 Borrassà;Total;2022;776
17026 Borrassà;Total;2021;752
17026 Borrassà;Total;2020;733
17026 Borrassà;Total;2019;714
17026 Borrassà;Total;2018;702
17026 Borrassà;Total;2017;715
17026 Borrassà;Total;2016;711
17026 Borrassà;Total;2015;711
17026 Borrassà;Total;2014;728
17026 Borrassà;Total;2013;701
17026 Borrassà;Total;2012;714
17026 Borrassà;Total;2011;709
17026 Borrassà;Total;2010;684
17026 Borrassà;Total;2009;665
17026 Borrassà;Total;2008;682
17026 Borrassà;Total;2007;613
17026 Borrassà;Total;2006;614
17026 Borrassà;Total;2005;586
17026 Borrassà;Total;2004;557
17026 Borrassà;Total;2003;524
17026 Borrassà;Total;2002;534
17026 Borrassà;Total;2001;549
17026 Borrassà;Total;2000;533
17026 Borrassà;Total;1999;518
17026 Borrassà;Total;1998;489
17026 Borrassà;Total;1997;""
17026 Borrassà;Total;1996;503
17026 Borrassà;Hombres;2025;415
17026 Borrassà;Hombres;2024;399
17026 Borrassà;Hombres;2023;410
17026 Borrassà;Hombres;2022;403
17026 Borrassà;Hombres;2021;388
17026 Borrassà;Hombres;2020;380
17026 Borrassà;Hombres;2019;374
17026 Borrassà;Hombres;2018;369
17026 Borrassà;Hombres;2017;367
17026 Borrassà;Hombres;2016;369
17026 Borrassà;Hombres;2015;368
17026 Borrassà;Hombres;2014;374
17026 Borrassà;Hombres;2013;357
17026 Borrassà;Hombres;2012;364
17026 Borrassà;Hombres;2011;365
17026 Borrassà;Hombres;2010;354
17026 Borrassà;Hombres;2009;353
17026 Borrassà;Hombres;2008;360
17026 Borrassà;Hombres;2007;316
17026 Borrassà;Hombres;2006;327
17026 Borrassà;Hombres;2005;308
17026 Borrassà;Hombres;2004;292
17026 Borrassà;Hombres;2003;265
17026 Borrassà;Hombres;2002;267
17026 Borrassà;Hombres;2001;275
17026 Borrassà;Hombres;2000;268
17026 Borrassà;Hombres;1999;257
17026 Borrassà;Hombres;1998;239
17026 Borrassà;Hombres;1997;""
17026 Borrassà;Hombres;1996;246
17026 Borrassà;Mujeres;2025;389
17026 Borrassà;Mujeres;2024;374
17026 Borrassà;Mujeres;2023;387
17026 Borrassà;Mujeres;2022;373
17026 Borrassà;Mujeres;2021;364
17026 Borrassà;Mujeres;2020;353
17026 Borrassà;Mujeres;2019;340
17026 Borrassà;Mujeres;2018;333
17026 Borrassà;Mujeres;2017;348
17026 Borrassà;Mujeres;2016;342
17026 Borrassà;Mujeres;2015;343
17026 Borrassà;Mujeres;2014;354
17026 Borrassà;Mujeres;2013;344
17026 Borrassà;Mujeres;2012;350
17026 Borrassà;Mujeres;2011;344
17026 Borrassà;Mujeres;2010;330
17026 Borrassà;Mujeres;2009;312
17026 Borrassà;Mujeres;2008;322
17026 Borrassà;Mujeres;2007;297
17026 Borrassà;Mujeres;2006;287
17026 Borrassà;Mujeres;2005;278
17026 Borrassà;Mujeres;2004;265
17026 Borrassà;Mujeres;2003;259
17026 Borrassà;Mujeres;2002;267
17026 Borrassà;Mujeres;2001;274
17026 Borrassà;Mujeres;2000;265
17026 Borrassà;Mujeres;1999;261
17026 Borrassà;Mujeres;1998;250
17026 Borrassà;Mujeres;1997;""
17026 Borrassà;Mujeres;1996;257
17027 Breda;Total;2025;3.969
17027 Breda;Total;2024;3.930
17027 Breda;Total;2023;3.898
17027 Breda;Total;2022;3.842
17027 Breda;Total;2021;3.836
17027 Breda;Total;2020;3.762
17027 Breda;Total;2019;3.740
17027 Breda;Total;2018;3.733
17027 Breda;Total;2017;3.740
17027 Breda;Total;2016;3.722
17027 Breda;Total;2015;3.728
17027 Breda;Total;2014;3.751
17027 Breda;Total;2013;3.755
17027 Breda;Total;2012;3.767
17027 Breda;Total;2011;3.781
17027 Breda;Total;2010;3.771
17027 Breda;Total;2009;3.784
17027 Breda;Total;2008;3.753
17027 Breda;Total;2007;3.707
17027 Breda;Total;2006;3.685
17027 Breda;Total;2005;3.625
17027 Breda;Total;2004;3.566
17027 Breda;Total;2003;3.543
17027 Breda;Total;2002;3.484
17027 Breda;Total;2001;3.408
17027 Breda;Total;2000;3.345
17027 Breda;Total;1999;3.325
17027 Breda;Total;1998;3.254
17027 Breda;Total;1997;""
17027 Breda;Total;1996;3.243
17027 Breda;Hombres;2025;1.947
17027 Breda;Hombres;2024;1.918
17027 Breda;Hombres;2023;1.909
17027 Breda;Hombres;2022;1.895
17027 Breda;Hombres;2021;1.894
17027 Breda;Hombres;2020;1.842
17027 Breda;Hombres;2019;1.836
17027 Breda;Hombres;2018;1.855
17027 Breda;Hombres;2017;1.844
17027 Breda;Hombres;2016;1.849
17027 Breda;Hombres;2015;1.862
17027 Breda;Hombres;2014;1.876
17027 Breda;Hombres;2013;1.883
17027 Breda;Hombres;2012;1.900
17027 Breda;Hombres;2011;1.905
17027 Breda;Hombres;2010;1.914
17027 Breda;Hombres;2009;1.917
17027 Breda;Hombres;2008;1.913
17027 Breda;Hombres;2007;1.882
17027 Breda;Hombres;2006;1.878
17027 Breda;Hombres;2005;1.853
17027 Breda;Hombres;2004;1.821
17027 Breda;Hombres;2003;1.816
17027 Breda;Hombres;2002;1.780
17027 Breda;Hombres;2001;1.743
17027 Breda;Hombres;2000;1.717
17027 Breda;Hombres;1999;1.706
17027 Breda;Hombres;1998;1.664
17027 Breda;Hombres;1997;""
17027 Breda;Hombres;1996;1.651
17027 Breda;Mujeres;2025;2.022
17027 Breda;Mujeres;2024;2.012
17027 Breda;Mujeres;2023;1.989
17027 Breda;Mujeres;2022;1.947
17027 Breda;Mujeres;2021;1.942
17027 Breda;Mujeres;2020;1.920
17027 Breda;Mujeres;2019;1.904
17027 Breda;Mujeres;2018;1.878
17027 Breda;Mujeres;2017;1.896
17027 Breda;Mujeres;2016;1.873
17027 Breda;Mujeres;2015;1.866
17027 Breda;Mujeres;2014;1.875
17027 Breda;Mujeres;2013;1.872
17027 Breda;Mujeres;2012;1.867
17027 Breda;Mujeres;2011;1.876
17027 Breda;Mujeres;2010;1.857
17027 Breda;Mujeres;2009;1.867
17027 Breda;Mujeres;2008;1.840
17027 Breda;Mujeres;2007;1.825
17027 Breda;Mujeres;2006;1.807
17027 Breda;Mujeres;2005;1.772
17027 Breda;Mujeres;2004;1.745
17027 Breda;Mujeres;2003;1.727
17027 Breda;Mujeres;2002;1.704
17027 Breda;Mujeres;2001;1.665
17027 Breda;Mujeres;2000;1.628
17027 Breda;Mujeres;1999;1.619
17027 Breda;Mujeres;1998;1.590
17027 Breda;Mujeres;1997;""
17027 Breda;Mujeres;1996;1.592
17028 Brunyola i Sant Martí Sapresa;Total;2025;401
17028 Brunyola i Sant Martí Sapresa;Total;2024;395
17028 Brunyola i Sant Martí Sapresa;Total;2023;398
17028 Brunyola i Sant Martí Sapresa;Total;2022;388
17028 Brunyola i Sant Martí Sapresa;Total;2021;390
17028 Brunyola i Sant Martí Sapresa;Total;2020;389
17028 Brunyola i Sant Martí Sapresa;Total;2019;383
17028 Brunyola i Sant Martí Sapresa;Total;2018;369
17028 Brunyola i Sant Martí Sapresa;Total;2017;369
17028 Brunyola i Sant Martí Sapresa;Total;2016;375
17028 Brunyola i Sant Martí Sapresa;Total;2015;394
17028 Brunyola i Sant Martí Sapresa;Total;2014;391
17028 Brunyola i Sant Martí Sapresa;Total;2013;393
17028 Brunyola i Sant Martí Sapresa;Total;2012;397
17028 Brunyola i Sant Martí Sapresa;Total;2011;388
17028 Brunyola i Sant Martí Sapresa;Total;2010;367
17028 Brunyola i Sant Martí Sapresa;Total;2009;373
17028 Brunyola i Sant Martí Sapresa;Total;2008;363
17028 Brunyola i Sant Martí Sapresa;Total;2007;365
17028 Brunyola i Sant Martí Sapresa;Total;2006;362
17028 Brunyola i Sant Martí Sapresa;Total;2005;353
17028 Brunyola i Sant Martí Sapresa;Total;2004;348
17028 Brunyola i Sant Martí Sapresa;Total;2003;362
17028 Brunyola i Sant Martí Sapresa;Total;2002;364
17028 Brunyola i Sant Martí Sapresa;Total;2001;376
17028 Brunyola i Sant Martí Sapresa;Total;2000;383
17028 Brunyola i Sant Martí Sapresa;Total;1999;395
17028 Brunyola i Sant Martí Sapresa;Total;1998;405
17028 Brunyola i Sant Martí Sapresa;Total;1997;""
17028 Brunyola i Sant Martí Sapresa;Total;1996;376
17028 Brunyola i Sant Martí Sapresa;Hombres;2025;212
17028 Brunyola i Sant Martí Sapresa;Hombres;2024;205
17028 Brunyola i Sant Martí Sapresa;Hombres;2023;204
17028 Brunyola i Sant Martí Sapresa;Hombres;2022;201
17028 Brunyola i Sant Martí Sapresa;Hombres;2021;200
17028 Brunyola i Sant Martí Sapresa;Hombres;2020;203
17028 Brunyola i Sant Martí Sapresa;Hombres;2019;195
17028 Brunyola i Sant Martí Sapresa;Hombres;2018;185
17028 Brunyola i Sant Martí Sapresa;Hombres;2017;185
17028 Brunyola i Sant Martí Sapresa;Hombres;2016;196
17028 Brunyola i Sant Martí Sapresa;Hombres;2015;199
17028 Brunyola i Sant Martí Sapresa;Hombres;2014;197
17028 Brunyola i Sant Martí Sapresa;Hombres;2013;199
17028 Brunyola i Sant Martí Sapresa;Hombres;2012;195
17028 Brunyola i Sant Martí Sapresa;Hombres;2011;187
17028 Brunyola i Sant Martí Sapresa;Hombres;2010;183
17028 Brunyola i Sant Martí Sapresa;Hombres;2009;189
17028 Brunyola i Sant Martí Sapresa;Hombres;2008;181
17028 Brunyola i Sant Martí Sapresa;Hombres;2007;184
17028 Brunyola i Sant Martí Sapresa;Hombres;2006;185
17028 Brunyola i Sant Martí Sapresa;Hombres;2005;178
17028 Brunyola i Sant Martí Sapresa;Hombres;2004;173
17028 Brunyola i Sant Martí Sapresa;Hombres;2003;184
17028 Brunyola i Sant Martí Sapresa;Hombres;2002;185
17028 Brunyola i Sant Martí Sapresa;Hombres;2001;190
17028 Brunyola i Sant Martí Sapresa;Hombres;2000;195
17028 Brunyola i Sant Martí Sapresa;Hombres;1999;200
17028 Brunyola i Sant Martí Sapresa;Hombres;1998;207
17028 Brunyola i Sant Martí Sapresa;Hombres;1997;""
17028 Brunyola i Sant Martí Sapresa;Hombres;1996;190
17028 Brunyola i Sant Martí Sapresa;Mujeres;2025;189
17028 Brunyola i Sant Martí Sapresa;Mujeres;2024;190
17028 Brunyola i Sant Martí Sapresa;Mujeres;2023;194
17028 Brunyola i Sant Martí Sapresa;Mujeres;2022;187
17028 Brunyola i Sant Martí Sapresa;Mujeres;2021;190
17028 Brunyola i Sant Martí Sapresa;Mujeres;2020;186
17028 Brunyola i Sant Martí Sapresa;Mujeres;2019;188
17028 Brunyola i Sant Martí Sapresa;Mujeres;2018;184
17028 Brunyola i Sant Martí Sapresa;Mujeres;2017;184
17028 Brunyola i Sant Martí Sapresa;Mujeres;2016;179
17028 Brunyola i Sant Martí Sapresa;Mujeres;2015;195
17028 Brunyola i Sant Martí Sapresa;Mujeres;2014;194
17028 Brunyola i Sant Martí Sapresa;Mujeres;2013;194
17028 Brunyola i Sant Martí Sapresa;Mujeres;2012;202
17028 Brunyola i Sant Martí Sapresa;Mujeres;2011;201
17028 Brunyola i Sant Martí Sapresa;Mujeres;2010;184
17028 Brunyola i Sant Martí Sapresa;Mujeres;2009;184
17028 Brunyola i Sant Martí Sapresa;Mujeres;2008;182
17028 Brunyola i Sant Martí Sapresa;Mujeres;2007;181
17028 Brunyola i Sant Martí Sapresa;Mujeres;2006;177
17028 Brunyola i Sant Martí Sapresa;Mujeres;2005;175
17028 Brunyola i Sant Martí Sapresa;Mujeres;2004;175
17028 Brunyola i Sant Martí Sapresa;Mujeres;2003;178
17028 Brunyola i Sant Martí Sapresa;Mujeres;2002;179
17028 Brunyola i Sant Martí Sapresa;Mujeres;2001;186
17028 Brunyola i Sant Martí Sapresa;Mujeres;2000;188
17028 Brunyola i Sant Martí Sapresa;Mujeres;1999;195
17028 Brunyola i Sant Martí Sapresa;Mujeres;1998;198
17028 Brunyola i Sant Martí Sapresa;Mujeres;1997;""
17028 Brunyola i Sant Martí Sapresa;Mujeres;1996;186
17016 Bàscara;Total;2025;1.049
17016 Bàscara;Total;2024;1.057
17016 Bàscara;Total;2023;1.059
17016 Bàscara;Total;2022;1.034
17016 Bàscara;Total;2021;1.015
17016 Bàscara;Total;2020;1.001
17016 Bàscara;Total;2019;1.004
17016 Bàscara;Total;2018;1.000
17016 Bàscara;Total;2017;989
17016 Bàscara;Total;2016;980
17016 Bàscara;Total;2015;943
17016 Bàscara;Total;2014;949
17016 Bàscara;Total;2013;974
17016 Bàscara;Total;2012;968
17016 Bàscara;Total;2011;985
17016 Bàscara;Total;2010;963
17016 Bàscara;Total;2009;946
17016 Bàscara;Total;2008;915
17016 Bàscara;Total;2007;915
17016 Bàscara;Total;2006;900
17016 Bàscara;Total;2005;877
17016 Bàscara;Total;2004;870
17016 Bàscara;Total;2003;844
17016 Bàscara;Total;2002;845
17016 Bàscara;Total;2001;832
17016 Bàscara;Total;2000;822
17016 Bàscara;Total;1999;803
17016 Bàscara;Total;1998;778
17016 Bàscara;Total;1997;""
17016 Bàscara;Total;1996;770
17016 Bàscara;Hombres;2025;526
17016 Bàscara;Hombres;2024;539
17016 Bàscara;Hombres;2023;541
17016 Bàscara;Hombres;2022;535
17016 Bàscara;Hombres;2021;523
17016 Bàscara;Hombres;2020;521
17016 Bàscara;Hombres;2019;520
17016 Bàscara;Hombres;2018;521
17016 Bàscara;Hombres;2017;514
17016 Bàscara;Hombres;2016;514
17016 Bàscara;Hombres;2015;479
17016 Bàscara;Hombres;2014;482
17016 Bàscara;Hombres;2013;499
17016 Bàscara;Hombres;2012;498
17016 Bàscara;Hombres;2011;514
17016 Bàscara;Hombres;2010;505
17016 Bàscara;Hombres;2009;500
17016 Bàscara;Hombres;2008;489
17016 Bàscara;Hombres;2007;490
17016 Bàscara;Hombres;2006;478
17016 Bàscara;Hombres;2005;464
17016 Bàscara;Hombres;2004;454
17016 Bàscara;Hombres;2003;436
17016 Bàscara;Hombres;2002;443
17016 Bàscara;Hombres;2001;435
17016 Bàscara;Hombres;2000;422
17016 Bàscara;Hombres;1999;413
17016 Bàscara;Hombres;1998;404
17016 Bàscara;Hombres;1997;""
17016 Bàscara;Hombres;1996;397
17016 Bàscara;Mujeres;2025;523
17016 Bàscara;Mujeres;2024;518
17016 Bàscara;Mujeres;2023;518
17016 Bàscara;Mujeres;2022;499
17016 Bàscara;Mujeres;2021;492
17016 Bàscara;Mujeres;2020;480
17016 Bàscara;Mujeres;2019;484
17016 Bàscara;Mujeres;2018;479
17016 Bàscara;Mujeres;2017;475
17016 Bàscara;Mujeres;2016;466
17016 Bàscara;Mujeres;2015;464
17016 Bàscara;Mujeres;2014;467
17016 Bàscara;Mujeres;2013;475
17016 Bàscara;Mujeres;2012;470
17016 Bàscara;Mujeres;2011;471
17016 Bàscara;Mujeres;2010;458
17016 Bàscara;Mujeres;2009;446
17016 Bàscara;Mujeres;2008;426
17016 Bàscara;Mujeres;2007;425
17016 Bàscara;Mujeres;2006;422
17016 Bàscara;Mujeres;2005;413
17016 Bàscara;Mujeres;2004;416
17016 Bàscara;Mujeres;2003;408
17016 Bàscara;Mujeres;2002;402
17016 Bàscara;Mujeres;2001;397
17016 Bàscara;Mujeres;2000;400
17016 Bàscara;Mujeres;1999;390
17016 Bàscara;Mujeres;1998;374
17016 Bàscara;Mujeres;1997;""
17016 Bàscara;Mujeres;1996;373
17031 Cabanelles;Total;2025;286
17031 Cabanelles;Total;2024;281
17031 Cabanelles;Total;2023;276
17031 Cabanelles;Total;2022;279
17031 Cabanelles;Total;2021;266
17031 Cabanelles;Total;2020;267
17031 Cabanelles;Total;2019;279
17031 Cabanelles;Total;2018;273
17031 Cabanelles;Total;2017;265
17031 Cabanelles;Total;2016;257
17031 Cabanelles;Total;2015;237
17031 Cabanelles;Total;2014;243
17031 Cabanelles;Total;2013;248
17031 Cabanelles;Total;2012;244
17031 Cabanelles;Total;2011;247
17031 Cabanelles;Total;2010;237
17031 Cabanelles;Total;2009;236
17031 Cabanelles;Total;2008;236
17031 Cabanelles;Total;2007;242
17031 Cabanelles;Total;2006;240
17031 Cabanelles;Total;2005;249
17031 Cabanelles;Total;2004;244
17031 Cabanelles;Total;2003;240
17031 Cabanelles;Total;2002;230
17031 Cabanelles;Total;2001;217
17031 Cabanelles;Total;2000;226
17031 Cabanelles;Total;1999;230
17031 Cabanelles;Total;1998;220
17031 Cabanelles;Total;1997;""
17031 Cabanelles;Total;1996;227
17031 Cabanelles;Hombres;2025;155
17031 Cabanelles;Hombres;2024;154
17031 Cabanelles;Hombres;2023;152
17031 Cabanelles;Hombres;2022;151
17031 Cabanelles;Hombres;2021;148
17031 Cabanelles;Hombres;2020;150
17031 Cabanelles;Hombres;2019;154
17031 Cabanelles;Hombres;2018;153
17031 Cabanelles;Hombres;2017;150
17031 Cabanelles;Hombres;2016;146
17031 Cabanelles;Hombres;2015;130
17031 Cabanelles;Hombres;2014;136
17031 Cabanelles;Hombres;2013;137
17031 Cabanelles;Hombres;2012;137
17031 Cabanelles;Hombres;2011;141
17031 Cabanelles;Hombres;2010;136
17031 Cabanelles;Hombres;2009;137
17031 Cabanelles;Hombres;2008;135
17031 Cabanelles;Hombres;2007;138
17031 Cabanelles;Hombres;2006;135
17031 Cabanelles;Hombres;2005;141
17031 Cabanelles;Hombres;2004;141
17031 Cabanelles;Hombres;2003;136
17031 Cabanelles;Hombres;2002;134
17031 Cabanelles;Hombres;2001;127
17031 Cabanelles;Hombres;2000;129
17031 Cabanelles;Hombres;1999;132
17031 Cabanelles;Hombres;1998;122
17031 Cabanelles;Hombres;1997;""
17031 Cabanelles;Hombres;1996;126
17031 Cabanelles;Mujeres;2025;131
17031 Cabanelles;Mujeres;2024;127
17031 Cabanelles;Mujeres;2023;124
17031 Cabanelles;Mujeres;2022;128
17031 Cabanelles;Mujeres;2021;118
17031 Cabanelles;Mujeres;2020;117
17031 Cabanelles;Mujeres;2019;125
17031 Cabanelles;Mujeres;2018;120
17031 Cabanelles;Mujeres;2017;115
17031 Cabanelles;Mujeres;2016;111
17031 Cabanelles;Mujeres;2015;107
